,modo_llegada,modo_salida,pesoKG,tiempoMin,tiempoHoras
622,tren,barco,56580731,7044.935699717961,117
623,barco,tren,12563791,1120.690927393365,18
624,tren,barco,37298195,4528.710936211539,75
625,barco,tren,48560282,4036.5999037582183,67
626,barco,tren,32741317,2343.0574757309887,39
627,tren,barco,55292795,5068.322848474707,84
628,barco,tren,57984607,5103.543395815667,85
629,barco,tren,49839735,2288.091968728615,38
630,barco,tren,17436457,1290.0583455651968,21
631,tren,barco,50763949,7060.786249714403,117
632,barco,tren,55871144,3483.5135774728005,58
633,tren,barco,20958289,1755.9882963988616,29
634,tren,barco,30394071,2993.0607533101565,49
635,barco,tren,48926189,2842.242992431048,47
636,tren,barco,53391558,3957.921469488438,65
637,barco,tren,14192973,1430.3300158381937,23
638,tren,barco,58503659,5498.500187800305,91
639,barco,tren,33999145,3743.400420646983,62
640,tren,barco,10241037,915.2077550541987,15
641,tren,barco,1873811,232.5215167820033,3
642,barco,tren,26053099,1231.326201456059,20
643,tren,barco,47960917,5252.452171406362,87
644,tren,barco,975680,125.80816741288157,2
645,tren,barco,27176238,2361.944445444695,39
646,barco,tren,51955711,4081.9724720311233,68
647,barco,tren,44185969,2922.6608370310037,48
648,tren,barco,135598,41.08627861655293,0
649,barco,tren,828729,82.73157251711291,1
650,tren,barco,17108976,1317.4377219408398,21
651,tren,barco,56587481,4515.630485262044,75
652,tren,barco,57408172,3150.149061337698,52
653,tren,barco,1069971,129.00747790078293,2
654,barco,tren,39054376,1722.3450188784627,28
655,barco,tren,42502239,5048.402626312439,84
656,tren,barco,45065534,4831.162007479887,80
657,barco,tren,53668918,6370.398462641196,106
658,barco,tren,25246103,1597.573352066148,26
659,barco,tren,51623910,3736.222405448548,62
660,tren,barco,451548,67.10214265061103,1
661,tren,barco,30277417,2546.299359237688,42
662,barco,tren,34867212,2309.364009213161,38
663,tren,barco,59058514,6583.410245014945,109
664,tren,barco,6099530,758.2446949954734,12
665,barco,tren,42666853,1466.237487679611,24
666,barco,tren,43056367,3475.0757038542292,57
667,barco,tren,30774543,1966.7316147690979,32
668,tren,barco,6102126,471.6623923390097,7
669,tren,barco,28702711,2551.497424894925,42
670,tren,barco,49081186,4299.817713962854,71
671,tren,barco,51089187,4366.022541431675,72
672,barco,tren,26032300,2059.7147527081625,34
673,barco,tren,46015743,2563.396595411866,42
674,tren,barco,41903544,4829.755409083707,80
675,barco,tren,44556363,2941.1557539547166,49
676,barco,tren,6272203,470.21234818181745,7
677,tren,barco,36515176,2478.8310681017383,41
678,barco,tren,50505171,5614.16203068379,93
679,tren,barco,35630089,3753.973787392599,62
680,tren,barco,12379536,995.1142128349935,16
681,barco,tren,33465747,1871.5523688989656,31
682,barco,tren,4484533,285.62003229318174,4
683,tren,barco,9586417,1278.1560882619776,21
684,tren,barco,53345401,3065.7120494212536,51
685,tren,barco,29881928,2501.861859822451,41
686,barco,tren,55944950,6446.440991696274,107
687,tren,barco,28000736,2980.610147272466,49
688,tren,barco,24936053,2409.0954888984675,40
689,tren,barco,28170123,1702.7306501749579,28
690,barco,tren,5674931,348.5016132441426,5
691,barco,tren,50465307,4860.9612792818825,81
692,tren,barco,39021649,3087.9160430067964,51
693,tren,barco,25122768,4032.3113874747314,67
694,barco,tren,9062951,589.6899444541492,9
695,barco,tren,21100861,1917.2220709933606,31
696,tren,barco,46629707,4018.9643656303215,66
697,tren,barco,1913345,175.45705750854268,2
698,tren,barco,36814123,3952.6235028220667,65
699,barco,tren,27924844,1626.2492541587278,27
700,tren,barco,23817620,3409.622740076363,56
701,tren,barco,12844746,987.1333916972824,16
702,tren,barco,49332562,4414.889949941562,73
703,barco,tren,1180375,110.06097536984831,1
704,tren,barco,26545462,2056.745692185094,34
705,tren,barco,14260075,1581.0195574741897,26
706,barco,tren,39809205,2359.286922030281,39
707,tren,barco,36578972,3470.8457684861,57
708,barco,tren,52553189,3761.405771772824,62
709,barco,tren,46430270,3033.956278693798,50
710,tren,barco,31266802,3667.798095178468,61
711,barco,tren,27684410,1704.613668397401,28
712,tren,barco,39691121,4299.705863005598,71
713,barco,tren,9283923,378.44842930980184,6
714,tren,barco,56788789,7866.916846478249,131
715,barco,tren,41691941,3346.272607357373,55
716,tren,barco,5589296,517.0690898571276,8
717,barco,tren,55122345,3729.4750482976942,62
718,barco,tren,14299392,928.1519583844932,15
719,barco,tren,18360776,992.858700520797,16
720,barco,tren,24149680,1979.63154889609,32
721,tren,barco,13018654,1287.07312055779,21
722,tren,barco,14591722,1620.692270920545,27
723,tren,barco,35928938,2558.853261798591,42
724,barco,tren,2151532,178.75828132209884,2
725,barco,tren,16472849,1042.6712459435146,17
726,tren,barco,38223952,3420.625887310852,57
727,barco,tren,20040623,1975.2820023470642,32
728,barco,tren,41717731,2470.796305142806,41
729,tren,barco,14904357,1715.4195455743047,28
730,tren,barco,35763860,3263.112581946093,54
731,tren,barco,24335303,2995.243821969562,49
732,tren,barco,3809239,289.9965579199862,4
733,tren,barco,32332212,2447.895053369853,40
734,barco,tren,45048158,4327.803995151189,72
735,tren,barco,11535642,1338.9289514983725,22
736,barco,tren,41918395,3082.308504935888,51
737,tren,barco,10906336,1201.244929507201,20
738,barco,tren,36970599,3887.5666034928404,64
739,barco,tren,31776581,3253.534468631868,54
740,tren,barco,23430838,3046.615779991992,50
741,barco,tren,47869534,3677.1826156925154,61
742,barco,tren,3036303,342.7064125105839,5
743,tren,barco,47823600,3549.2040314953733,59
744,barco,tren,51882936,3747.71033796473,62
745,tren,barco,32247309,2743.823933621598,45
746,barco,tren,17180797,1039.847702303703,17
747,tren,barco,8739309,724.4233237672947,12
748,tren,barco,2309864,276.4178981676886,4
749,tren,barco,11169110,999.7598136992548,16
750,barco,tren,59318980,3996.4070445312723,66
751,barco,tren,56416857,4475.709698343169,74
752,barco,tren,53956238,4570.491866991452,76
753,tren,barco,49186172,3880.3028696867896,64
754,tren,barco,52094153,5851.447650490799,97
755,barco,tren,10472836,1047.514566641883,17
756,barco,tren,25938357,1888.1599705590365,31
757,tren,barco,50986993,4004.727218222468,66
758,tren,barco,46405841,3783.8052467283105,63
759,tren,barco,51646418,4756.242125623203,79
760,tren,barco,11984450,899.7577352012966,14
761,barco,tren,53955443,2801.904616014424,46
762,tren,barco,45061287,4316.188376040724,71
763,tren,barco,32053779,4917.470438600354,81
764,barco,tren,32389285,1351.4145878263082,22
765,barco,tren,51165335,6141.708555536883,102
766,tren,barco,24318762,1900.9849180264353,31
767,barco,tren,47254627,2809.7581898635212,46
768,barco,tren,54383149,3133.923447232186,52
769,tren,barco,40652806,3763.1028236969723,62
770,tren,barco,45744042,5260.975123026689,87
771,barco,tren,25856483,2694.302121345081,44
772,barco,tren,54942009,3703.918161129128,61
773,barco,tren,3093784,231.56559795858607,3
774,barco,tren,46684858,5361.429374014575,89
775,barco,tren,48503853,4351.592460665503,72
776,barco,tren,11253145,914.2367181831324,15
777,tren,barco,52338189,5360.686743417481,89
778,tren,barco,21411117,2127.744529820935,35
779,tren,barco,3841511,485.5583451467133,8
780,barco,tren,36762340,4073.746387110667,67
781,tren,barco,21921651,1651.1244954627211,27
782,barco,tren,2044763,160.68948510797787,2
783,tren,barco,59353549,6759.8428080949425,112
784,tren,barco,39172100,4332.805428630762,72
785,tren,barco,36924324,3357.13037069155,55
786,barco,tren,15304844,821.9315722394774,13
787,barco,tren,56932179,3793.5353369675377,63
788,barco,tren,21222875,2541.8423025297952,42
789,tren,barco,53262422,8320.358415723313,138
790,tren,barco,21433795,1807.4616761624486,30
791,barco,tren,21521709,792.9735934636283,13
792,barco,tren,26818107,1547.9151919271708,25
793,barco,tren,30254975,1631.4885260653891,27
794,barco,tren,22473395,1009.577285444908,16
795,barco,tren,21307197,1509.9521588483997,25
796,barco,tren,7988504,980.6887369267542,16
797,tren,barco,42092791,3258.931579632406,54
798,tren,barco,27126066,2257.3504674249507,37
799,tren,barco,55576924,2974.3205757260253,49
800,tren,barco,45666069,5610.757868988702,93
801,barco,tren,14113872,914.871450946088,15
802,tren,barco,41588875,2881.9055825513688,48
803,tren,barco,11256132,837.5745210334478,13
804,barco,tren,34951642,2722.6964532929273,45
805,barco,tren,14546399,1497.452213900471,24
806,tren,barco,52941417,3314.9206085065816,55
807,barco,tren,31771340,1819.3925453458578,30
808,tren,barco,41932161,3217.3338579968013,53
809,tren,barco,47191127,3380.80081806586,56
810,barco,tren,23537911,2136.885562599195,35
811,barco,tren,56303875,4617.601494032126,76
812,tren,barco,21373025,1380.3797107952273,23
813,tren,barco,26182285,2128.011760496164,35
814,barco,tren,4914941,332.45237961643085,5
815,barco,tren,5957458,405.0256308340775,6
816,tren,barco,42429313,5647.694668177337,94
817,tren,barco,7578436,1046.3912483570257,17
818,tren,barco,52572493,6169.76620140147,102
819,tren,barco,23371652,1405.585821525124,23
820,tren,barco,35629914,3605.002073748298,60
821,tren,barco,24762350,1855.542999122169,30
822,barco,tren,31480683,1328.4859296166123,22
823,tren,barco,19727252,2053.7815753341592,34
824,tren,barco,21851190,2236.9973305898093,37
825,barco,tren,31260693,3301.2538871689626,55
826,barco,tren,45133284,2584.331751773776,43
827,tren,barco,12942338,844.6481491848592,14
828,tren,barco,38027544,5519.448435898393,91
829,barco,tren,9076544,933.4585872192811,15
830,tren,barco,35733183,4493.851433626964,74
831,tren,barco,52346075,4842.346819063907,80
832,tren,barco,19103093,1669.71360038344,27
833,barco,tren,14568284,1389.3844357529767,23
834,tren,barco,20926828,1611.5683536974116,26
835,barco,tren,20793373,2342.0353790849313,39
836,barco,tren,58343696,6942.398803559006,115
837,tren,barco,28044381,2549.322455656624,42
838,tren,barco,45666549,4853.061013022438,80
839,tren,barco,48360626,5437.663902103107,90
840,tren,barco,33327433,4719.179821996086,78
841,tren,barco,16378622,1205.7805537025702,20
842,barco,tren,49912006,3126.5940249056503,52
843,tren,barco,25191179,1817.1220294378595,30
844,tren,barco,44792949,4441.506331763053,74
845,tren,barco,9193712,769.2570778536362,12
846,tren,barco,55403054,3903.392506673063,65
847,tren,barco,20557949,2225.1149302263125,37
848,barco,tren,59102170,4680.099344780729,78
849,barco,tren,22710451,1708.2611528549635,28
850,tren,barco,401968,61.801614393316655,1
851,tren,barco,6101207,868.982590801568,14
852,barco,tren,4215266,363.2485726235101,6
853,tren,barco,7956628,624.2876374950634,10
854,barco,tren,44775489,3895.5053596238467,64
855,barco,tren,22912600,787.2949981479063,13
856,barco,tren,5565370,565.9123124982166,9
857,tren,barco,50411560,4682.388429047476,78
858,barco,tren,3585639,382.4185240410122,6
859,barco,tren,7390874,589.0911916003944,9
860,tren,barco,37569285,3737.4596225170285,62
861,barco,tren,27456278,2663.4295586670996,44
862,tren,barco,44291820,3669.7499673895118,61
863,tren,barco,46347932,4561.744215981568,76
864,barco,tren,19206410,2186.0300645609987,36
865,barco,tren,31327110,2372.287238771569,39
866,barco,tren,13074497,1408.0291587159913,23
867,barco,tren,33937695,3183.993617299211,53
868,barco,tren,3112661,384.59114988914354,6
869,barco,tren,51164113,3334.8040656010394,55
870,barco,tren,14828063,1396.226224209193,23
871,tren,barco,3166343,337.34112304139944,5
872,barco,tren,57984564,4064.8900076859686,67
873,barco,tren,11213187,815.3078657946222,13
874,tren,barco,15835673,1663.8497841365493,27
875,tren,barco,811522,138.9506242100311,2
876,barco,tren,42607298,3079.219214588372,51
877,barco,tren,24416993,2047.9301285843665,34
878,tren,barco,29566570,1824.2948395945211,30
879,tren,barco,10336455,837.1212464890002,13
880,tren,barco,17519699,2625.3766705929334,43
881,tren,barco,8698069,1108.6744393050092,18
882,tren,barco,5588034,425.9712404080403,7
883,barco,tren,51906614,1801.4338218635294,30
884,barco,tren,33286962,4061.757034585823,67
885,tren,barco,24214661,2848.952804477882,47
886,barco,tren,45066957,3207.8903971138275,53
887,tren,barco,22072756,3038.0368887589075,50
888,barco,tren,13414239,903.64842962524,15
889,tren,barco,1323428,123.05116827099226,2
890,barco,tren,59737729,3217.7399864978556,53
891,barco,tren,52145114,3987.198390285277,66
892,barco,tren,20047411,2224.1112728894436,37
893,barco,tren,58365490,3662.4747477406104,61
894,barco,tren,45230060,5625.582406459955,93
895,barco,tren,24458110,901.1235116945004,15
896,tren,barco,18386890,1554.674915511928,25
897,tren,barco,38570512,3792.7748126391634,63
898,tren,barco,40566745,4418.337166766051,73
899,tren,barco,55203492,4936.447474484504,82
900,barco,tren,55626030,2170.0654823668615,36
901,barco,tren,38965604,3468.836359038283,57
902,tren,barco,37748029,3529.5145947635933,58
903,barco,tren,35666098,4093.326166939356,68
904,barco,tren,37687270,2942.0244583424214,49
905,barco,tren,24690722,1902.7907119849397,31
906,barco,tren,3442834,235.556229720305,3
907,tren,barco,59371832,4226.378321875228,70
908,barco,tren,16026616,1445.807583340632,24
909,tren,barco,23174251,2211.1497761724468,36
910,tren,barco,17185963,1934.1324639193933,32
911,barco,tren,12317525,663.2184362031713,11
912,tren,barco,51769175,6098.353512724418,101
913,tren,barco,54646313,3633.131384298439,60
914,barco,tren,23433454,1488.3095787598756,24
915,tren,barco,43869192,2957.0451191487523,49
916,barco,tren,30352791,2832.8543261386994,47
917,tren,barco,35231532,3182.1461047897733,53
918,tren,barco,52236451,5550.487545227139,92
919,tren,barco,5103968,573.9675641122215,9
920,barco,tren,9786995,676.8040323271864,11
921,barco,tren,44394109,2726.7751882757557,45
922,barco,tren,39115260,2022.2432234817338,33
923,tren,barco,21806190,2850.258507464868,47
924,tren,barco,10072241,724.3007896100681,12
925,barco,tren,39274039,2097.552467878378,34
926,tren,barco,57840417,5666.057219395065,94
927,barco,tren,49657279,5427.669721549311,90
928,barco,tren,8175543,492.50401908808783,8
929,tren,barco,36687514,3757.669751851449,62
930,barco,tren,57859675,5450.090606231442,90
931,barco,tren,59619620,4234.986143413839,70
932,tren,barco,39298001,3862.156145191817,64
933,barco,tren,48107085,5012.8255432189535,83
934,barco,tren,8245083,579.7321021126893,9
935,barco,tren,2824581,176.7419034122839,2
936,barco,tren,41219129,3173.4395920568136,52
937,barco,tren,7064946,530.8601104576738,8
938,tren,barco,15217310,954.9035264267911,15
939,tren,barco,19804219,1417.6217830295768,23
940,barco,tren,9886562,1000.5026695296824,16
941,barco,tren,57603624,6095.745601228413,101
942,tren,barco,33675636,3709.705905084468,61
943,barco,tren,4665297,448.70804397310803,7
944,barco,tren,19485268,2117.5626365481926,35
945,barco,tren,5975467,440.9067069630972,7
946,tren,barco,35003054,3045.282900522824,50
947,barco,tren,17177969,1131.8726691824907,18
948,tren,barco,52600060,3800.6639866213854,63
949,barco,tren,45199359,3158.1267354725187,52
950,barco,tren,10512522,869.7238030118176,14
951,tren,barco,59803290,4354.37627108009,72
952,barco,tren,28913371,2635.1522722212726,43
953,barco,tren,45603254,3065.50714602018,51
954,barco,tren,25933647,1418.7626949114517,23
955,barco,tren,38834571,1787.5643919700967,29
956,tren,barco,18528475,2522.2645957762807,42
957,barco,tren,41742253,4443.2757238347685,74
958,tren,barco,31510931,3791.520105657894,63
959,tren,barco,39054715,5106.596609793072,85
960,barco,tren,51347618,4772.180082330848,79
961,tren,barco,26370866,1926.8939288345407,32
962,tren,barco,49839042,3906.179798349627,65
963,barco,tren,14760905,788.1865179155777,13
964,barco,tren,58229930,4134.526887967133,68
965,tren,barco,54442091,3567.4213689060957,59
966,tren,barco,45132655,4314.948807560388,71
967,tren,barco,44130227,5681.142101165706,94
968,tren,barco,987601,114.35094830310257,1
969,tren,barco,4866531,305.16743124766504,5
970,barco,tren,23148869,1730.750890580242,28
971,barco,tren,27807768,2354.2808688540617,39
972,tren,barco,42777715,5802.098466060889,96
973,barco,tren,35156919,2484.4367277437827,41
974,tren,barco,20274584,1939.9247974451164,32
975,barco,tren,33613403,1914.7242097191602,31
976,barco,tren,28190744,2564.41736246405,42
977,tren,barco,16004560,1431.074167533064,23
978,tren,barco,58603342,4734.718572395736,78
979,barco,tren,31930009,3202.9376137735253,53
980,barco,tren,27629366,2107.121998680598,35
981,tren,barco,2465134,272.83749063773394,4
982,barco,tren,44976413,3349.594539345136,55
983,barco,tren,20288594,2235.415119954635,37
984,barco,tren,55199604,2932.8422007954773,48
985,barco,tren,55247328,2572.7405466442506,42
986,tren,barco,1293541,146.04020432122016,2
987,tren,barco,52081564,4386.4205187202015,73
988,tren,barco,15933498,1581.661302650481,26
989,tren,barco,15746651,923.6355471835918,15
990,tren,barco,16934485,1105.2803013886153,18
991,tren,barco,9092714,1033.9719542767605,17
992,barco,tren,50724104,4604.814478498849,76
993,barco,tren,4690368,263.1092646330169,4
994,tren,barco,25626973,2731.7216308182437,45
995,tren,barco,27365609,3357.861502046385,55
996,barco,tren,18519911,998.6638450466332,16
997,tren,barco,17671389,1417.044126835704,23
998,barco,tren,31281075,1887.5534834957082,31
